Name:;Data 6/10/2024 15_08_28
Owner:;Hella
Comments:; 
Acquisition Date:;6/3/2024 10:26:00 AM
Scan List:;Scan List A
Instrument:;34980A;Address:;USB0::2391::1287::MY56482360::0::INSTR;Modules:;2;Slot9:;Computed;Slot1:;34925A
Total Channels:;13
Channel;Name;Function;Range;Resolution;AdvSettings;Scale;Gain;Offset;Label;Limit Type;Limit Setting;
1001;temp ref;Temp 4-Wire RTD;None;C;Temp 4-Wire RTD#1#0.016#Auto#0.001#C#0.00385 (DIN)#100#True;False;1;0;C; ;
1002;TEMP AMB;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1004;G In Sol;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1005;G IN P;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1006;G C H;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1007;D Coil P;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1008;D IN P;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1009;D Coil S;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1013;G Box;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1014;D Box;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1017;V 1;DC Voltage;Auto;5.5;DC Voltage#10M#1#0.016#Auto#0.001;False;1;0;VDC; ;
1040;SHUNT4;DC Voltage;Auto;5.5;DC Voltage#10M#1#0.016#Auto#0.001;False;1;0;VDC; ;
9004;TOK4_1ohm;Ch1040 / 1;;;;False;1;0;ADC; ;

Limit Type;Integer Symbol
None;0
Below;1
Above;2
Out of Limits;3
In Limits;4
Stabilize;5
Bitwise equal;6
Bitwise not equal;7
Numeric equal;8
Numeric not equal;9
Totalizer;11
Destabilize;12

Scan  Control:;Start Action:;Immediately;Stop Action:;User Terminated
Scan Order:1001 1002 1004 1005 1006 1007 1008 1009 1013 1014 1017 1040 
Scan;Time;1001 <temp ref> (C);Limit 1001;1002 <TEMP AMB> (C);Limit 1002;1004 <G In Sol> (C);Limit 1004;1005 <G IN P> (C);Limit 1005;1006 <G C H> (C);Limit 1006;1007 <D Coil P> (C);Limit 1007;1008 <D IN P> (C);Limit 1008;1009 <D Coil S> (C);Limit 1009;1013 <G Box> (C);Limit 1013;1014 <D Box> (C);Limit 1014;1017 <V 1> (VDC);Limit 1017;1040 <SHUNT4> (VDC);Limit 1040;9004 <TOK4_1ohm> (ADC);Limit 9004
4462;10.6.2024 16:22:53:907;26.169;0;99.593;0;115.31;0;119.46;0;118.241;0;119.569;0;119.697;0;117.294;0;103.822;0;101.87;0;12.985796;0;0.38126002;0;0.38126002;0
4463;10.6.2024 16:22:54:907;26.169;0;99.557;0;115.31;0;119.46;0;118.259;0;119.551;0;119.715;0;117.276;0;103.858;0;101.852;0;12.986382;0;0.3814247;0;0.3814247;0
4464;10.6.2024 16:22:55:907;26.169;0;99.611;0;115.292;0;119.478;0;118.186;0;119.515;0;119.697;0;117.276;0;103.876;0;101.798;0;12.986215;0;0.3806891;0;0.3806891;0
4465;10.6.2024 16:22:56:909;26.169;0;99.394;0;115.164;0;119.642;0;118.277;0;119.497;0;119.46;0;117.149;0;104.003;0;101.997;0;12.986382;0;0.38218621;0;0.38218621;0
4466;10.6.2024 16:22:57:907;26.169;0;99.539;0;115.31;0;119.478;0;118.222;0;119.46;0;119.697;0;117.203;0;103.985;0;101.78;0;12.986215;0;0.38305138;0;0.38305138;0
4467;10.6.2024 16:22:58:907;26.169;0;99.485;0;115.255;0;119.387;0;118.204;0;119.442;0;119.715;0;117.203;0;103.93;0;101.78;0;12.986215;0;0.38135699;0;0.38135699;0
4468;10.6.2024 16:22:59:907;26.169;0;99.611;0;115.328;0;119.424;0;118.222;0;119.406;0;119.715;0;117.185;0;103.876;0;101.762;0;12.986215;0;0.38142721;0;0.38142721;0
4469;10.6.2024 16:23:00:907;26.169;0;99.611;0;115.365;0;119.387;0;118.222;0;119.369;0;119.806;0;117.203;0;103.912;0;101.816;0;12.985964;0;0.38012068;0;0.38012068;0
4470;10.6.2024 16:23:01:907;26.169;0;99.539;0;115.437;0;119.387;0;118.222;0;119.333;0;119.751;0;117.185;0;103.894;0;101.87;0;12.986131;0;0.38243865;0;0.38243865;0
4471;10.6.2024 16:23:02:907;26.166;0;99.572;0;115.453;0;119.384;0;118.238;0;119.33;0;119.73;0;117.2;0;103.855;0;101.813;0;12.986298;0;0.38221463;0;0.38221463;0
4472;10.6.2024 16:23:03:907;26.166;0;99.5;0;115.416;0;119.348;0;118.256;0;119.421;0;119.694;0;117.273;0;103.819;0;101.831;0;12.98588;0;0.3812734;0;0.3812734;0
4473;10.6.2024 16:23:04:907;26.171;0;99.613;0;115.439;0;119.389;0;118.17;0;119.389;0;119.699;0;117.26;0;103.878;0;101.944;0;12.986215;0;0.3815459;0;0.3815459;0
4474;10.6.2024 16:23:05:907;26.169;0;99.539;0;115.51;0;119.369;0;118.186;0;119.369;0;119.733;0;117.258;0;103.876;0;101.87;0;12.986298;0;0.38171476;0;0.38171476;0
4475;10.6.2024 16:23:06:907;26.169;0;99.575;0;115.437;0;119.369;0;118.131;0;119.442;0;119.679;0;117.24;0;103.876;0;101.816;0;12.986131;0;0.38169888;0;0.38169888;0
4476;10.6.2024 16:23:07:907;26.166;0;99.554;0;115.435;0;119.384;0;118.147;0;119.421;0;119.621;0;117.2;0;103.837;0;101.903;0;12.986047;0;0.38196553;0;0.38196553;0
4477;10.6.2024 16:23:08:907;26.169;0;99.611;0;115.383;0;119.46;0;118.113;0;119.333;0;119.66;0;117.221;0;103.822;0;101.888;0;12.986047;0;0.38099086;0;0.38099086;0
4478;10.6.2024 16:23:09:907;26.173;0;99.633;0;115.369;0;119.373;0;118.081;0;119.446;0;119.683;0;117.207;0;103.772;0;101.946;0;12.985796;0;0.38114634;0;0.38114634;0
4479;10.6.2024 16:23:10:907;26.166;0;99.698;0;115.362;0;119.366;0;118.092;0;119.421;0;119.676;0;117.237;0;103.765;0;101.976;0;12.985796;0;0.38168717;0;0.38168717;0
4480;10.6.2024 16:23:11:907;26.169;0;99.701;0;115.274;0;119.424;0;118.04;0;119.442;0;119.66;0;117.276;0;103.75;0;102.069;0;12.985796;0;0.38199061;0;0.38199061;0
4481;10.6.2024 16:23:12:907;26.169;0;99.611;0;115.328;0;119.46;0;118.095;0;119.442;0;119.588;0;117.276;0;103.714;0;102.123;0;12.985796;0;0.38235924;0;0.38235924;0
4482;10.6.2024 16:23:13:907;26.164;0;99.66;0;115.305;0;119.401;0;117.981;0;119.51;0;119.601;0;117.344;0;103.745;0;102.064;0;12.986047;0;0.38303967;0;0.38303967;0
4483;10.6.2024 16:23:14:907;26.169;0;99.701;0;115.328;0;119.442;0;117.986;0;119.478;0;119.588;0;117.367;0;103.732;0;102.087;0;12.98588;0;0.3812316;0;0.3812316;0
4484;10.6.2024 16:23:15:907;26.166;0;99.662;0;115.307;0;119.475;0;118.019;0;119.53;0;119.512;0;117.382;0;103.711;0;102.066;0;12.985796;0;0.38190284;0;0.38190284;0
4485;10.6.2024 16:23:16:907;26.164;0;99.66;0;115.251;0;119.528;0;117.963;0;119.492;0;119.528;0;117.289;0;103.763;0;102.028;0;12.985796;0;0.38249466;0;0.38249466;0
4486;10.6.2024 16:23:17:907;26.166;0;99.662;0;115.234;0;119.548;0;117.965;0;119.494;0;119.548;0;117.237;0;103.819;0;102.138;0;12.985796;0;0.38122826;0;0.38122826;0
4487;10.6.2024 16:23:18:907;26.169;0;99.665;0;115.128;0;119.515;0;117.968;0;119.478;0;119.606;0;117.258;0;103.804;0;101.96;0;12.985796;0;0.38163618;0;0.38163618;0
4488;10.6.2024 16:23:19:907;26.166;0;99.735;0;115.198;0;119.512;0;118.019;0;119.439;0;119.603;0;117.218;0;103.783;0;102.012;0;12.98588;0;0.38177494;0;0.38177494;0
4489;10.6.2024 16:23:20:907;26.166;0;99.753;0;115.18;0;119.494;0;117.983;0;119.403;0;119.603;0;117.255;0;103.819;0;101.994;0;12.985713;0;0.3803656;0;0.3803656;0
4490;10.6.2024 16:23:21:907;26.169;0;99.647;0;115.201;0;119.46;0;118.04;0;119.46;0;119.606;0;117.185;0;103.84;0;102.015;0;12.985629;0;0.3807334;0;0.3807334;0
4491;10.6.2024 16:23:22:907;26.166;0;99.698;0;115.271;0;119.457;0;118.037;0;119.403;0;119.621;0;117.182;0;103.837;0;101.958;0;12.985629;0;0.38070247;0;0.38070247;0
4492;10.6.2024 16:23:23:909;26.169;0;99.448;0;115.019;0;119.624;0;118.168;0;119.369;0;119.442;0;117.149;0;104.021;0;102.123;0;12.985629;0;0.38101092;0;0.38101092;0
4493;10.6.2024 16:23:24:907;26.175;0;99.725;0;115.316;0;119.466;0;118.065;0;119.375;0;119.666;0;117.173;0;103.936;0;101.858;0;12.985713;0;0.38174903;0;0.38174903;0
4494;10.6.2024 16:23:25:907;26.171;0;99.685;0;115.257;0;119.462;0;118.079;0;119.353;0;119.662;0;117.078;0;103.968;0;101.872;0;12.985796;0;0.38119733;0;0.38119733;0
4495;10.6.2024 16:23:26:907;26.169;0;99.683;0;115.255;0;119.406;0;118.022;0;119.278;0;119.697;0;117.149;0;103.967;0;101.852;0;12.985545;0;0.38097164;0;0.38097164;0
4496;10.6.2024 16:23:27:907;26.169;0;99.683;0;115.292;0;119.442;0;118.131;0;119.333;0;119.697;0;117.112;0;103.967;0;101.87;0;12.986047;0;0.38231076;0;0.38231076;0
4497;10.6.2024 16:23:28:907;26.169;0;99.665;0;115.328;0;119.369;0;118.059;0;119.296;0;119.679;0;117.149;0;103.967;0;101.888;0;12.98588;0;0.38153671;0;0.38153671;0
4498;10.6.2024 16:23:29:907;26.166;0;99.644;0;115.307;0;119.403;0;118.092;0;119.275;0;119.767;0;117.127;0;103.891;0;101.958;0;12.985461;0;0.38115052;0;0.38115052;0
4499;10.6.2024 16:23:30:907;26.169;0;99.611;0;115.31;0;119.333;0;118.131;0;119.315;0;119.77;0;117.076;0;103.93;0;101.997;0;12.985545;0;0.38079526;0;0.38079526;0
4500;10.6.2024 16:23:31:907;26.169;0;99.665;0;115.347;0;119.278;0;118.15;0;119.351;0;119.697;0;117.112;0;103.93;0;101.979;0;12.986047;0;0.38154005;0;0.38154005;0
4501;10.6.2024 16:23:32:907;26.171;0;99.649;0;115.312;0;119.28;0;118.133;0;119.353;0;119.681;0;117.169;0;103.86;0;102.053;0;12.985461;0;0.38234252;0;0.38234252;0
4502;10.6.2024 16:23:33:907;26.169;0;99.683;0;115.347;0;119.315;0;118.131;0;119.406;0;119.679;0;117.076;0;103.876;0;101.96;0;12.98588;0;0.38103516;0;0.38103516;0
4503;10.6.2024 16:23:34:907;26.169;0;99.611;0;115.365;0;119.296;0;118.059;0;119.351;0;119.66;0;117.203;0;103.876;0;101.96;0;12.98588;0;0.38139878;0;0.38139878;0
4504;10.6.2024 16:23:35:907;26.171;0;99.685;0;115.367;0;119.298;0;118.042;0;119.317;0;119.626;0;117.169;0;103.914;0;101.926;0;12.985796;0;0.38193627;0;0.38193627;0
4505;10.6.2024 16:23:36:907;26.164;0;99.66;0;115.396;0;119.31;0;118.054;0;119.382;0;119.637;0;117.18;0;103.853;0;101.992;0;12.985796;0;0.38230825;0;0.38230825;0
4506;10.6.2024 16:23:37:907;26.173;0;99.687;0;115.387;0;119.41;0;118.063;0;119.337;0;119.701;0;117.171;0;103.844;0;101.946;0;12.985713;0;0.38158519;0;0.38158519;0
4507;10.6.2024 16:23:38:907;26.169;0;99.683;0;115.365;0;119.351;0;118.022;0;119.387;0;119.642;0;117.13;0;103.84;0;101.96;0;12.985713;0;0.38088888;0;0.38088888;0
4508;10.6.2024 16:23:39:907;26.164;0;99.715;0;115.269;0;119.346;0;118.035;0;119.419;0;119.583;0;117.198;0;103.817;0;101.919;0;12.985545;0;0.38121071;0;0.38121071;0
4509;10.6.2024 16:23:40:907;26.164;0;99.751;0;115.305;0;119.364;0;118.017;0;119.401;0;119.601;0;117.125;0;103.835;0;101.956;0;12.985629;0;0.38136953;0;0.38136953;0
4510;10.6.2024 16:23:41:907;26.169;0;99.647;0;115.292;0;119.333;0;118.022;0;119.369;0;119.569;0;117.203;0;103.822;0;102.033;0;12.985629;0;0.38014994;0;0.38014994;0
4511;10.6.2024 16:23:42:907;26.171;0;99.721;0;115.33;0;119.389;0;117.951;0;119.389;0;119.662;0;117.332;0;103.824;0;102.071;0;12.985629;0;0.38130767;0;0.38130767;0
4512;10.6.2024 16:23:43:907;26.169;0;99.665;0;115.292;0;119.387;0;117.986;0;119.351;0;119.606;0;117.221;0;103.786;0;102.087;0;12.985461;0;0.38071501;0;0.38071501;0
4513;10.6.2024 16:23:44:907;26.171;0;99.739;0;115.276;0;119.408;0;117.97;0;119.48;0;119.499;0;117.26;0;103.77;0;102.089;0;12.985796;0;0.38176073;0;0.38176073;0
4514;10.6.2024 16:23:45:907;26.166;0;99.662;0;115.289;0;119.366;0;117.91;0;119.457;0;119.585;0;117.237;0;103.674;0;102.03;0;12.985713;0;0.3816646;0;0.3816646;0
4515;10.6.2024 16:23:46:907;26.166;0;99.698;0;115.216;0;119.457;0;117.837;0;119.475;0;119.512;0;117.364;0;103.747;0;102.012;0;12.985713;0;0.38244283;0;0.38244283;0
4516;10.6.2024 16:23:47:907;26.169;0;99.719;0;115.237;0;119.46;0;117.913;0;119.497;0;119.551;0;117.24;0;103.822;0;102.051;0;12.985378;0;0.38217702;0;0.38217702;0
4517;10.6.2024 16:23:48:907;26.169;0;99.774;0;115.201;0;119.46;0;117.877;0;119.533;0;119.551;0;117.221;0;103.84;0;102.051;0;12.985545;0;0.3817298;0;0.3817298;0
4518;10.6.2024 16:23:49:907;26.166;0;99.753;0;115.198;0;119.475;0;117.91;0;119.457;0;119.548;0;117.164;0;103.873;0;102.048;0;12.985378;0;0.38354205;0;0.38354205;0
4519;10.6.2024 16:23:50:907;26.166;0;99.771;0;115.18;0;119.494;0;117.91;0;119.457;0;119.585;0;117.182;0;103.855;0;102.03;0;12.985545;0;0.38142303;0;0.38142303;0
4520;10.6.2024 16:23:51:908;26.164;0;99.642;0;115.232;0;119.619;0;117.908;0;119.273;0;119.437;0;117.326;0;104.034;0;102.046;0;12.985629;0;0.38198308;0;0.38198308;0
4521;10.6.2024 16:23:52:907;26.166;0;99.771;0;115.18;0;119.475;0;117.928;0;119.457;0;119.585;0;117.2;0;103.837;0;102.066;0;12.985294;0;0.38211014;0;0.38211014;0
4522;10.6.2024 16:23:53:907;26.169;0;99.719;0;115.183;0;119.424;0;117.913;0;119.442;0;119.624;0;117.185;0;103.858;0;102.051;0;12.985713;0;0.38075096;0;0.38075096;0
4523;10.6.2024 16:23:54:907;26.169;0;99.719;0;115.183;0;119.369;0;117.968;0;119.478;0;119.551;0;117.185;0;103.93;0;102.015;0;12.985713;0;0.38116306;0;0.38116306;0
4524;10.6.2024 16:23:55:907;26.169;0;99.738;0;115.201;0;119.351;0;117.931;0;119.442;0;119.642;0;117.185;0;103.894;0;102.015;0;12.985545;0;0.38227482;0;0.38227482;0
4525;10.6.2024 16:23:56:907;26.166;0;99.753;0;115.216;0;119.366;0;118.001;0;119.348;0;119.621;0;117.127;0;103.927;0;102.048;0;12.986047;0;0.38191203;0;0.38191203;0
4526;10.6.2024 16:23:57:907;26.169;0;99.701;0;115.219;0;119.387;0;117.968;0;119.351;0;119.697;0;117.13;0;103.985;0;101.997;0;12.985629;0;0.38318763;0;0.38318763;0
4527;10.6.2024 16:23:58:907;26.169;0;99.756;0;115.255;0;119.296;0;118.004;0;119.369;0;119.66;0;117.112;0;104.003;0;101.979;0;12.985796;0;0.38490709;0;0.38490709;0
4528;10.6.2024 16:23:59:907;26.164;0;99.696;0;115.251;0;119.346;0;118.017;0;119.364;0;119.746;0;117.071;0;103.998;0;101.956;0;12.985713;0;0.38296778;0;0.38296778;0
4529;10.6.2024 16:24:00:907;26.166;0;99.716;0;115.307;0;119.293;0;117.983;0;119.348;0;119.712;0;117.055;0;104.018;0;102.048;0;12.985964;0;0.3810477;0;0.3810477;0
4530;10.6.2024 16:24:01:907;26.171;0;99.721;0;115.257;0;119.262;0;118.042;0;119.28;0;119.753;0;117.059;0;104.023;0;102.107;0;12.986047;0;0.38084792;0;0.38084792;0
4531;10.6.2024 16:24:02:907;26.166;0;99.698;0;115.253;0;119.312;0;118.056;0;119.312;0;119.748;0;117.091;0;103.982;0;102.066;0;12.986047;0;0.38105272;0;0.38105272;0
4532;10.6.2024 16:24:03:907;26.169;0;99.756;0;115.328;0;119.242;0;118.059;0;119.296;0;119.751;0;117.076;0;103.93;0;102.141;0;12.985713;0;0.38211432;0;0.38211432;0
4533;10.6.2024 16:24:04:907;26.169;0;99.719;0;115.347;0;119.205;0;118.113;0;119.333;0;119.715;0;117.112;0;103.93;0;102.015;0;12.985796;0;0.38233166;0;0.38233166;0
4534;10.6.2024 16:24:05:907;26.169;0;99.719;0;115.347;0;119.242;0;118.059;0;119.315;0;119.642;0;117.13;0;103.912;0;101.979;0;12.985964;0;0.38157516;0;0.38157516;0
4535;10.6.2024 16:24:06:907;26.169;0;99.738;0;115.328;0;119.187;0;118.059;0;119.351;0;119.679;0;117.167;0;103.894;0;102.051;0;12.986215;0;0.38201151;0;0.38201151;0
4536;10.6.2024 16:24:07:907;26.173;0;99.741;0;115.35;0;119.227;0;118.063;0;119.391;0;119.683;0;117.171;0;103.898;0;102.001;0;12.986131;0;0.38145312;0;0.38145312;0
4537;10.6.2024 16:24:08:907;26.164;0;99.66;0;115.36;0;119.291;0;118.072;0;119.364;0;119.619;0;117.125;0;103.944;0;102.1;0;12.985713;0;0.38129597;0;0.38129597;0
4538;10.6.2024 16:24:09:907;26.169;0;99.719;0;115.347;0;119.26;0;118.004;0;119.333;0;119.642;0;117.13;0;103.912;0;102.051;0;12.985629;0;0.38228986;0;0.38228986;0
4539;10.6.2024 16:24:10:907;26.169;0;99.756;0;115.328;0;119.351;0;118.04;0;119.387;0;119.642;0;117.112;0;103.894;0;102.105;0;12.985796;0;0.38145813;0;0.38145813;0
4540;10.6.2024 16:24:11:907;26.164;0;99.769;0;115.323;0;119.291;0;118.035;0;119.328;0;119.655;0;117.162;0;103.871;0;102.1;0;12.985629;0;0.3825281;0;0.3825281;0
4541;10.6.2024 16:24:12:907;26.164;0;99.805;0;115.323;0;119.291;0;118.035;0;119.346;0;119.619;0;117.18;0;103.835;0;102.154;0;12.985713;0;0.38129095;0;0.38129095;0
4542;10.6.2024 16:24:13:907;26.169;0;99.828;0;115.31;0;119.278;0;118.077;0;119.369;0;119.624;0;117.167;0;103.876;0;102.195;0;12.985713;0;0.38263342;0;0.38263342;0
4543;10.6.2024 16:24:14:907;26.169;0;99.828;0;115.292;0;119.351;0;117.949;0;119.369;0;119.66;0;117.203;0;103.858;0;102.177;0;12.98588;0;0.38159522;0;0.38159522;0
4544;10.6.2024 16:24:15:907;26.166;0;99.789;0;115.271;0;119.33;0;118.001;0;119.366;0;119.621;0;117.255;0;103.873;0;102.229;0;12.985629;0;0.38007638;0;0.38007638;0
4545;10.6.2024 16:24:16:907;26.164;0;99.805;0;115.232;0;119.31;0;118.017;0;119.401;0;119.619;0;117.198;0;103.817;0;102.19;0;12.985964;0;0.38292933;0;0.38292933;0
4546;10.6.2024 16:24:17:907;26.169;0;99.792;0;115.292;0;119.351;0;118.004;0;119.406;0;119.569;0;117.24;0;103.84;0;102.195;0;12.98588;0;0.38100925;0;0.38100925;0
4547;10.6.2024 16:24:18:907;26.164;0;99.805;0;115.214;0;119.346;0;117.89;0;119.473;0;119.564;0;117.235;0;103.781;0;102.172;0;12.985796;0;0.3826376;0;0.3826376;0
4548;10.6.2024 16:24:19:907;26.169;0;99.846;0;115.237;0;119.424;0;117.913;0;119.497;0;119.497;0;117.258;0;103.786;0;102.123;0;12.985713;0;0.38245036;0;0.38245036;0
4549;10.6.2024 16:24:20:907;26.162;0;99.785;0;115.23;0;119.38;0;117.979;0;119.435;0;119.508;0;117.251;0;103.833;0;102.17;0;12.985629;0;0.38262255;0;0.38262255;0
4550;10.6.2024 16:24:21:907;26.164;0;99.769;0;115.232;0;119.401;0;117.926;0;119.492;0;119.51;0;117.253;0;103.853;0;102.227;0;12.985629;0;0.38106442;0;0.38106442;0
4551;10.6.2024 16:24:22:907;26.162;0;99.821;0;115.139;0;119.399;0;117.851;0;119.508;0;119.49;0;117.251;0;103.833;0;102.134;0;12.985461;0;0.38121823;0;0.38121823;0
4552;10.6.2024 16:24:23:907;26.169;0;99.81;0;115.183;0;119.46;0;117.858;0;119.533;0;119.515;0;117.203;0;103.93;0;102.159;0;12.985629;0;0.38149742;0;0.38149742;0
4553;10.6.2024 16:24:24:907;26.166;0;99.789;0;115.125;0;119.475;0;117.928;0;119.457;0;119.512;0;117.2;0;103.855;0;102.283;0;12.985796;0;0.38123662;0;0.38123662;0
4554;10.6.2024 16:24:25:907;26.164;0;99.805;0;115.123;0;119.473;0;117.835;0;119.492;0;119.583;0;117.162;0;103.853;0;102.209;0;12.985629;0;0.38251389;0;0.38251389;0
4555;10.6.2024 16:24:26:907;26.169;0;99.846;0;115.128;0;119.406;0;117.913;0;119.424;0;119.606;0;117.203;0;103.876;0;102.232;0;12.985713;0;0.38270447;0;0.38270447;0
4556;10.6.2024 16:24:27:907;26.169;0;99.882;0;115.11;0;119.406;0;117.913;0;119.442;0;119.551;0;117.185;0;103.93;0;102.213;0;12.985545;0;0.38205079;0;0.38205079;0
4557;10.6.2024 16:24:28:908;26.166;0;99.698;0;115.18;0;119.585;0;117.892;0;119.257;0;119.475;0;117.291;0;104.072;0;102.265;0;12.985545;0;0.38184014;0;0.38184014;0
4558;10.6.2024 16:24:29:907;26.164;0;99.859;0;115.16;0;119.382;0;117.908;0;119.419;0;119.583;0;117.18;0;103.907;0;102.227;0;12.985629;0;0.38101092;0;0.38101092;0
4559;10.6.2024 16:24:30:907;26.166;0;99.861;0;115.18;0;119.366;0;117.983;0;119.421;0;119.621;0;117.146;0;103.909;0;102.174;0;12.985964;0;0.3812291;0;0.3812291;0
4560;10.6.2024 16:24:31:907;26.164;0;99.823;0;115.178;0;119.382;0;117.999;0;119.401;0;119.619;0;117.144;0;103.98;0;102.064;0;12.985629;0;0.38132773;0;0.38132773;0
4561;10.6.2024 16:24:32:907;26.169;0;99.846;0;115.164;0;119.333;0;117.949;0;119.369;0;119.588;0;117.149;0;103.967;0;102.069;0;12.985796;0;0.38214191;0;0.38214191;0
4562;10.6.2024 16:24:33:907;26.169;0;99.9;0;115.183;0;119.333;0;117.968;0;119.424;0;119.624;0;117.13;0;103.967;0;102.051;0;12.986131;0;0.37970189;0;0.37970189;0
4563;10.6.2024 16:24:34:907;26.164;0;99.877;0;115.251;0;119.364;0;117.999;0;119.364;0;119.674;0;117.125;0;103.98;0;102.046;0;12.986047;0;0.38088804;0;0.38088804;0
4564;10.6.2024 16:24:35:907;26.164;0;99.895;0;115.232;0;119.328;0;118.054;0;119.401;0;119.692;0;117.071;0;104.034;0;102.028;0;12.985713;0;0.38165457;0;0.38165457;0
4565;10.6.2024 16:24:36:907;26.164;0;99.823;0;115.251;0;119.346;0;118.017;0;119.328;0;119.674;0;117.053;0;104.034;0;102.064;0;12.985461;0;0.38137538;0;0.38137538;0
4566;10.6.2024 16:24:37:907;26.164;0;99.859;0;115.305;0;119.328;0;118.072;0;119.273;0;119.765;0;117.053;0;104.052;0;102.064;0;12.985713;0;0.38260249;0;0.38260249;0
4567;10.6.2024 16:24:38:907;26.164;0;99.769;0;115.251;0;119.255;0;118.108;0;119.291;0;119.746;0;117.071;0;103.998;0;102.1;0;12.985796;0;0.38028285;0;0.38028285;0
4568;10.6.2024 16:24:39:907;26.166;0;99.843;0;115.307;0;119.293;0;118.11;0;119.275;0;119.676;0;117.036;0;104.018;0;102.084;0;12.985796;0;0.38322692;0;0.38322692;0
4569;10.6.2024 16:24:40:907;26.166;0;99.789;0;115.325;0;119.257;0;118.092;0;119.275;0;119.676;0;117.127;0;103.964;0;102.066;0;12.985796;0;0.38003876;0;0.38003876;0
4570;10.6.2024 16:24:41:907;26.166;0;99.825;0;115.362;0;119.257;0;118.092;0;119.312;0;119.621;0;117.109;0;104;0;102.066;0;12.985796;0;0.38146984;0;0.38146984;0
4571;10.6.2024 16:24:42:907;26.164;0;99.787;0;115.342;0;119.255;0;118.09;0;119.31;0;119.692;0;117.089;0;103.944;0;102.154;0;12.985796;0;0.38055285;0;0.38055285;0
4572;10.6.2024 16:24:43:907;26.166;0;99.861;0;115.398;0;119.257;0;118.056;0;119.366;0;119.639;0;117.127;0;103.964;0;102.192;0;12.985796;0;0.38371843;0;0.38371843;0
4573;10.6.2024 16:24:44:907;26.164;0;99.787;0;115.396;0;119.219;0;118.054;0;119.328;0;119.601;0;117.125;0;104.016;0;102.19;0;12.985629;0;0.38130182;0;0.38130182;0
4574;10.6.2024 16:24:45:907;26.164;0;99.805;0;115.305;0;119.237;0;118.054;0;119.364;0;119.728;0;117.125;0;103.98;0;102.172;0;12.985545;0;0.38235172;0;0.38235172;0
4575;10.6.2024 16:24:46:907;26.166;0;99.825;0;115.271;0;119.293;0;118.001;0;119.348;0;119.694;0;117.127;0;103.982;0;102.174;0;12.98588;0;0.38112711;0;0.38112711;0
4576;10.6.2024 16:24:47:907;26.166;0;99.825;0;115.325;0;119.275;0;118.056;0;119.403;0;119.712;0;117.164;0;103.891;0;102.247;0;12.985796;0;0.38159857;0;0.38159857;0
4577;10.6.2024 16:24:48:907;26.166;0;99.843;0;115.307;0;119.275;0;118.019;0;119.366;0;119.639;0;117.146;0;103.909;0;102.174;0;12.98588;0;0.38266769;0;0.38266769;0
4578;10.6.2024 16:24:49:907;26.164;0;99.859;0;115.251;0;119.273;0;118.035;0;119.401;0;119.674;0;117.216;0;103.962;0;102.263;0;12.986131;0;0.38057458;0;0.38057458;0
4579;10.6.2024 16:24:50:907;26.162;0;99.821;0;115.249;0;119.271;0;118.052;0;119.38;0;119.617;0;117.178;0;103.905;0;102.261;0;12.985796;0;0.38254398;0;0.38254398;0
4580;10.6.2024 16:24:51:907;26.164;0;99.877;0;115.323;0;119.328;0;117.981;0;119.346;0;119.71;0;117.198;0;103.98;0;102.209;0;12.985629;0;0.38143891;0;0.38143891;0
4581;10.6.2024 16:24:52:907;26.164;0;99.841;0;115.342;0;119.328;0;118.072;0;119.455;0;119.619;0;117.18;0;103.944;0;102.263;0;12.985796;0;0.38259831;0;0.38259831;0
4582;10.6.2024 16:24:53:907;26.166;0;99.825;0;115.307;0;119.312;0;117.965;0;119.403;0;119.657;0;117.146;0;103.873;0;102.229;0;12.985964;0;0.38218955;0;0.38218955;0
4583;10.6.2024 16:24:54:907;26.166;0;99.825;0;115.307;0;119.33;0;118.056;0;119.421;0;119.621;0;117.182;0;103.855;0;102.283;0;12.986047;0;0.38015495;0;0.38015495;0
4584;10.6.2024 16:24:55:907;26.166;0;99.861;0;115.271;0;119.275;0;118.056;0;119.403;0;119.639;0;117.2;0;103.891;0;102.283;0;12.985713;0;0.38171392;0;0.38171392;0
